Site_Id,Unit_Id,Read_Date,Salinity (ppt),Dissolved Oxygen (mg/L),pH (standard units),Secchi Depth (m),Water Depth (m),Water Temp (?C),Air Temp-Celsius,Air Temp (?F),Time (24:00),Field_Tech,DateVerified,WhoVerified,AirTemp (C),Year,Decimal Year
D,,6/5/2001,0,,9.1,0.6,1.25,23,,71,0:00,Not Recorded,,,21.66666667,2001,2001.430556
D,,6/18/2001,0,5.5,8.7,0.5,0.9,26,,77,0:00,Not Recorded,,,25,2001,2001.466667
D,,7/5/2001,0,,8.9,0.4,1.3,26.5,,75,0:00,Not Recorded,,,23.88888889,2001,2001.513889
D,,7/20/2001,0,,9.3,0.05,1.1,24,,73,0:00,Not Recorded,,,22.77777778,2001,2001.555556
D,,8/8/2001,0,,9.3,0.5,1.05,31,,82,0:00,Not Recorded,,,27.77777778,2001,2001.605556
D,,8/20/2001,0,4.3,8.9,0.2,1.4,27,,80,0:00,Not Recorded,,,26.66666667,2001,2001.638889
D,,9/5/2001,0,,8.5,0.6,1.2,25,,76,0:00,Not Recorded,,,24.44444444,2001,2001.680556
D,,9/18/2001,0,,8.9,0.85,1,23,,78,0:00,Not Recorded,,,25.55555556,2001,2001.716667
D,,10/2/2001,0,3.9,8.7,0.7,1.1,19,,73,0:00,Not Recorded,,,22.77777778,2001,2001.755556
D,,10/22/2001,0,,8.8,0.8,1.25,21,,,0:00,Not Recorded,,,-17.77777778,2001,2001.811111
D,,11/6/2001,0,,9.1,1,1,11.5,,52.9,21:36,Not Recorded,,,11.61111111,2001,2001.85
D,,11/20/2001,0,,,0.9,0.95,14,,52,0:00,Not Recorded,,,11.11111111,2001,2001.888889
D,,12/4/2001,,,9.1,0.9,1,18,,54.7,16:48,Not Recorded,,,12.61111111,2001,2001.927778
Bay,,1/8/2001,1,8.1,9.2,0.36,0.36,7,,43,0:00,S. Poe,,,6.111111111,2001,2001.022222
Bay,,1/23/2001,1,9,9.3,0.1,0.1,8,,38.3,7:12,S. Poe,,,3.5,2001,2001.063889
Bay,,2/6/2001,1,8.5,8.8,0.23,0.33,11,,51,0:00,S. Poe,,,10.55555556,2001,2001.1
Bay,,2/20/2001,1,9.2,9.1,0.2,0.35,11,,61.5,12:00,S. Poe,,,16.38888889,2001,2001.138889
Bay,,3/15/2001,1.2,9.25,9.2,0.35,0.6,14,,51.8,19:12,S. Poe,,,11,2001,2001.208333
Bay,,3/26/2001,1,9.9,9.4,0.25,0.45,10,,41.7,16:48,S. Poe,,,5.388888889,2001,2001.238889
Bay,,4/9/2001,1,8.25,,0.3,0.65,21,,69,,S. Poe,,,20.55555556,2001,2001.275
Bay,,4/24/2001,2,6.4,9.3,0.3,0.8,20,,71,0:00,S. Poe,,,21.66666667,2001,2001.316667
Bay,,5/8/2001,2,5,8.6,0.15,0.15,21,,64,0:00,S. Poe,,,17.77777778,2001,2001.355556
Bay,,5/22/2001,1,7.8,8.8,0.4,0.8,20,,70,0:00,S. Poe,,,21.11111111,2001,2001.394444
Bay,,6/5/2001,2,4.35,9.2,0.4,0.4,23,,70.9,21:36,S. Poe,,,21.61111111,2001,2001.430556
Bay,,6/18/2001,2,5.1,8.6,0.4,0.4,25,,77,0:00,S. Poe,,,25,2001,2001.466667
Bay,,7/5/2001,3.5,5.4,8.7,0.25,0.75,26,,75,0:00,S. Poe,,,23.88888889,2001,2001.513889
Bay,,7/20/2001,3,7.2,9.8,0.3,0.3,23,,72,0:00,S. Poe,,,22.22222222,2001,2001.555556
Bay,,8/8/2001,3,4.1,9.1,0.4,0.7,30,,80,0:00,S. Poe,,,26.66666667,2001,2001.605556
Bay,,8/20/2001,3,4.9,8.7,0.3,0.85,26,,79.3,7:12,S. Poe,,,26.27777778,2001,2001.638889
Bay,,9/5/2001,3,4,8.5,0.35,0.55,25,,76,0:00,S. Poe,,,24.44444444,2001,2001.680556
Bay,,9/18/2001,3.5,4.6,7.7,0.15,0.15,23,,78,0:00,S. Poe,,,25.55555556,2001,2001.716667
Bay,,10/2/2001,3,4.2,,0.15,0.15,22,,72.9,21:36,S. Poe,,,22.72222222,2001,2001.755556
Bay,,10/22/2001,3,4.6,8.6,0.6,0.6,19,,67.3,7:12,S. Poe,,,19.61111111,2001,2001.811111
Bay,,11/6/2001,3,5.5,9.5,0.25,0.25,13,,52.9,21:36,S. Poe,,,11.61111111,2001,2001.85
Bay,,11/20/2001,3.5,3.8,,0.3,0.35,15,,52,0:00,S. Poe,,,11.11111111,2001,2001.888889
Bay,,12/4/2001,,,8.4,0.3,0.35,16,,54.3,7:12,S. Poe,,,12.38888889,2001,2001.927778
A,,1/10/2002,3,,7.7,1,1,7,,55,0:00,Not Recorded,,,12.77777778,2002,2002.027778
A,,1/22/2002,3,2.7,7.8,0.8,1.3,9,,51,0:00,Not Recorded,,,10.55555556,2002,2002.061111
A,,2/11/2002,2,,8.4,0.85,1.35,10,,,,Not Recorded,,,-17.77777778,2002,2002.113889
A,,2/26/2002,2,7.6,8.2,1.15,1.15,12,,59,0:00,Not Recorded,,,15,2002,2002.155556
A,,3/28/2002,1,,,0.7,1,13,,45,0:00,Not Recorded,,,7.222222222,2002,2002.244444
A,,4/17/2002,2,,7.5,0.55,1,28,,83,0:00,Not Recorded,,,28.33333333,2002,2002.297222
A,,4/30/2002,1,2.3,7.5,0.4,1.1,22,,60,0:00,Not Recorded,,,15.55555556,2002,2002.333333
A,,5/16/2002,,,7.5,0.3,0.9,,,68,0:00,Not Recorded,,,20,2002,2002.377778
A,,5/28/2002,1,,7,0.5,0.9,26,,72,0:00,Not Recorded,,,22.22222222,2002,2002.411111
A,,6/11/2002,2,4.2,7,0.7,0.7,26,,72,0:00,Not Recorded,,,22.22222222,2002,2002.447222
A,,6/24/2002,,,7,0.9,0.9,,,83,0:00,Not Recorded,,,28.33333333,2002,2002.483333
A,,7/8/2002,2,,7,0.65,0.7,,,74,0:00,Not Recorded,,,23.33333333,2002,2002.522222
A,,7/23/2002,3,,7.5,0.3,0.3,,,84,0:00,Not Recorded,,,28.88888889,2002,2002.563889
A,,8/1/2002,2,,7,0.5,0.7,,,87,0:00,Not Recorded,,,30.55555556,2002,2002.586111
A,,8/22/2002,5,,7,0.5,0.6,,,82,0:00,Not Recorded,,,27.77777778,2002,2002.644444
A,,9/5/2002,0,4.5,7,0.6,0.8,26,,81,0:00,Not Recorded,,,27.22222222,2002,2002.680556
A,,9/20/2002,2,,7,0.6,0.8,,,82,0:00,Not Recorded,,,27.77777778,2002,2002.722222
A,,10/18/2002,0,,6.5,0.55,0.85,,,60,0:00,Not Recorded,,,15.55555556,2002,2002.8
A,,10/31/2002,1,6.4,,1.5,1.5,10.5,,48,0:00,Not Recorded,,,8.888888889,2002,2002.833333
A,,11/15/2002,0,,6.5,,2.4,13,,57,N/A,Not Recorded,,,13.88888889,2002,2002.875
A,,12/6/2002,2,7.7,7,0.5,1,5,,38,0:00,Not Recorded,,,3.333333333,2002,2002.933333
A,,12/16/2002,0,,7,0.8,0.8,7.5,,,N/A,Not Recorded,,,-17.77777778,2002,2002.961111
B,,1/10/2002,3.4,,7.5,0.3,0.3,10,,55,0:00,Not Recorded,,,12.77777778,2002,2002.027778
B,,1/22/2002,2.5,7.2,7.9,0.45,0.45,8,,50,0:00,Not Recorded,,,10,2002,2002.061111
B,,2/11/2002,2,,8.2,0.45,0.45,12,,,0:00,Not Recorded,,,-17.77777778,2002,2002.113889
B,,2/26/2002,3,7.8,8.2,0.45,0.45,12,,58,0:00,Not Recorded,,,14.44444444,2002,2002.155556
B,,3/28/2002,2,,,0.55,0.55,12,,45,0:00,Not Recorded,,,7.222222222,2002,2002.244444
B,,4/17/2002,2,4.2,8,0.1,0.2,27,,83,0:00,Not Recorded,,,28.33333333,2002,2002.297222
B,,4/30/2002,2,3.4,8.5,0.5,0.5,18,,60,0:00,Not Recorded,,,15.55555556,2002,2002.333333
B,,5/16/2002,,,9,0.1,0.1,,,68,0:00,Not Recorded,,,20,2002,2002.377778
B,,5/28/2002,3,,8.5,0.2,0.2,24,,72,0:00,Not Recorded,,,22.22222222,2002,2002.411111
B,,6/11/2002,3,3.3,7,0.1,0.1,25,,71,0:00,Not Recorded,,,21.66666667,2002,2002.447222
B,,6/24/2002,1,,7,0.1,0.35,,,83,0:00,Not Recorded,,,28.33333333,2002,2002.483333
B,,7/8/2002,3,3.2,,0.3,0.35,,,73,0:00,Not Recorded,,,22.77777778,2002,2002.522222
B,,7/23/2002,4,,7,0.2,0.2,,,75.2,4:48,Not Recorded,,,24,2002,2002.563889
B,,8/1/2002,3,,7,0.25,0.25,,,87,0:00,Not Recorded,,,30.55555556,2002,2002.586111
B,,8/22/2002,4,,9,0.1,0.1,,,82,0:00,Not Recorded,,,27.77777778,2002,2002.644444
B,,9/5/2002,0,3.5,7.5,0.28,0.3,27,,81,0:00,Not Recorded,,,27.22222222,2002,2002.680556
B,,9/20/2002,2,,8,0.1,0.1,,,82,0:00,Not Recorded,,,27.77777778,2002,2002.722222
B,,10/18/2002,1,,6.5,0.3,0.3,,,60,0:00,Not Recorded,,,15.55555556,2002,2002.8
B,,11/15/2002,0,,7.5,,2.6,14,,56,0:00,Not Recorded,,,13.33333333,2002,2002.875
B,,12/16/2002,0,,7,,,7.5,,,N/A,Not Recorded,,,-17.77777778,2002,2002.961111
C,,1/10/2002,3,6.8,7,0.4,0.4,9.5,,54,0:00,Not Recorded,,,12.22222222,2002,2002.027778
C,,1/22/2002,2.5,,7.9,0.45,0.45,8,,50,0:00,Not Recorded,,,10,2002,2002.061111
C,,2/11/2002,2,8.4,8.2,0.6,0.6,12,,,0:00,Not Recorded,,,-17.77777778,2002,2002.113889
C,,2/26/2002,2,,8.1,0.5,0.5,11,,57,0:00,Not Recorded,,,13.88888889,2002,2002.155556
C,,3/28/2002,2.5,7.7,,0.6,0.6,11.5,,45,0:00,Not Recorded,,,7.222222222,2002,2002.244444
C,,4/17/2002,1,,8,0.5,0.5,26,,82,N/A,Not Recorded,,,27.77777778,2002,2002.297222
C,,4/30/2002,1,,8,0.3,0.3,22,,59,N/A,Not Recorded,,,15,2002,2002.333333
C,,5/16/2002,,5.7,8.5,0.25,0.25,,,65,0:00,Not Recorded,,,18.33333333,2002,2002.377778
C,,5/28/2002,3.5,4.6,8,0.2,0.2,25,,70,0:00,Not Recorded,,,21.11111111,2002,2002.411111
C,,6/11/2002,2.9,,8,2.5,2.5,25,,71,0:00,Not Recorded,,,21.66666667,2002,2002.447222
C,,6/24/2002,3,3.8,8.5,0.2,0.2,28,,83,0:00,Not Recorded,,,28.33333333,2002,2002.483333
C,,7/8/2002,0,,9,0.35,0.35,,,73,N/A,Not Recorded,,,22.77777778,2002,2002.522222
C,,7/23/2002,4,3.3,7,0.2,0.2,,,84,0:00,Not Recorded,,,28.88888889,2002,2002.563889
C,,8/1/2002,3,,7,0.25,0.25,,,87,0:00,Not Recorded,,,30.55555556,2002,2002.586111
C,,8/22/2002,4,4.7,7,0.1,0.1,,,82,0:00,Not Recorded,,,27.77777778,2002,2002.644444
C,,9/5/2002,0,,8.5,0.35,0.35,28,,81,0:00,Not Recorded,,,27.22222222,2002,2002.680556
C,,9/20/2002,0,3.5,8,0.2,0.2,,,82,0:00,Not Recorded,,,27.77777778,2002,2002.722222
C,,10/18/2002,1,6.7,7,0.6,0.6,,,60,0:00,Not Recorded,,,15.55555556,2002,2002.8
C,,10/31/2002,1,,7,,,10.3,,49,0:00,Not Recorded,,,9.444444444,2002,2002.833333
C,,11/15/2002,0,5.8,7,,,18,,56,0:00,Not Recorded,,,13.33333333,2002,2002.875
C,,12/6/2002,2,,7,0.5,0.5,5,,38,0:00,Not Recorded,,,3.333333333,2002,2002.933333
C,,12/16/2002,0,5.6,7,0.7,0.7,7.5,,,12:00,Not Recorded,,,-17.77777778,2002,2002.961111
D,,1/10/2002,0,10,6.8,1.4,1.4,9,,52,0:00,Not Recorded,,,11.11111111,2002,2002.027778
D,,1/22/2002,0,,8.9,1.3,1.4,9,,50,0:00,Not Recorded,,,10,2002,2002.061111
D,,2/11/2002,0,8.3,9.6,1.3,1.45,11,,,0:00,Not Recorded,,,-17.77777778,2002,2002.113889
D,,2/26/2002,0,,9.2,1.25,1.35,11,,57,0:00,Not Recorded,,,13.88888889,2002,2002.155556
D,,3/28/2002,0,7.8,,0.8,1.5,12,,45,0:00,Not Recorded,,,7.222222222,2002,2002.244444
D,,4/17/2002,0,,6,0.1,0.4,25,,82,0:00,Not Recorded,,,27.77777778,2002,2002.297222
D,,4/30/2002,0,,6,0.6,1.4,21,,60,0:00,Not Recorded,,,15.55555556,2002,2002.333333
D,,5/16/2002,0,3.9,,0.9,1.5,18,,64,0:00,Not Recorded,,,17.77777778,2002,2002.377778
D,,5/28/2002,0,6.1,6.5,0.3,1.3,24,,70,0:00,Not Recorded,,,21.11111111,2002,2002.411111
D,,6/11/2002,0,,6.5,0.2,1.4,25,,71,0:00,Not Recorded,,,21.66666667,2002,2002.447222
D,,6/24/2002,,4,6.5,0.15,1.35,,,82,0:00,Not Recorded,,,27.77777778,2002,2002.483333
D,,7/8/2002,0,,6.5,0.55,0.7,,,74,0:00,Not Recorded,,,23.33333333,2002,2002.522222
D,,7/23/2002,0,5,7,0.85,1.2,,,83,0:00,Not Recorded,,,28.33333333,2002,2002.563889
D,,8/1/2002,2,,7.5,0.6,1.3,,,85,0:00,Not Recorded,,,29.44444444,2002,2002.586111
D,,8/22/2002,0,1.2,,0.3,0.95,,,80,0:00,Not Recorded,,,26.66666667,2002,2002.644444
D,,9/5/2002,0,,7,0.75,1.75,26.5,,81,0:00,Not Recorded,,,27.22222222,2002,2002.680556
D,,9/20/2002,0,4.2,7,0.7,1.2,26,,81,0:00,Not Recorded,,,27.22222222,2002,2002.722222
D,,10/18/2002,0,5.3,6.5,0.65,1.5,,,58,0:00,Not Recorded,,,14.44444444,2002,2002.8
D,,10/31/2002,0,,6.5,,,10.3,,49,0:00,Not Recorded,,,9.444444444,2002,2002.833333
D,,11/15/2002,0,6.1,6.5,,,14,,54,0:00,Not Recorded,,,12.22222222,2002,2002.875
D,,12/6/2002,1,,6.5,0.75,1.4,48,,38,0:00,Not Recorded,,,3.333333333,2002,2002.933333
D,,12/16/2002,0,5.2,6,1.1,1.35,6.5,,,12:00,Not Recorded,,,-17.77777778,2002,2002.961111
Bay,,1/10/2002,3,7.5,6.9,0.2,0.55,,,51.2,4:48,S. Poe,,,10.66666667,2002,2002.027778
Bay,,1/22/2002,3,9,9,0.3,0.35,59,,49.9,21:36,S. Poe,,,9.944444444,2002,2002.061111
Bay,,2/11/2002,3,5.7,9.9,0.1,0.3,12,,,,S. Poe,,,-17.77777778,2002,2002.113889
Bay,,2/26/2002,3,7.6,9.2,0.3,0.35,11,,57,0:00,S. Poe,,,13.88888889,2002,2002.155556
Bay,,3/28/2002,3,8.3,,0.25,0.35,12,,45,0:00,S. Poe,,,7.222222222,2002,2002.244444
Bay,,4/17/2002,3,4.4,7.5,0.3,0.7,25,,80,0:00,S. Poe,,,26.66666667,2002,2002.297222
Bay,,4/30/2002,3,7.3,7.5,0.4,0.65,18.5,,58,0:00,S. Poe,,,14.44444444,2002,2002.333333
Bay,,5/16/2002,2.5,8.3,7.5,0.2,0.7,20,,62,0:00,S. Poe,,,16.66666667,2002,2002.377778
Bay,,5/28/2002,3,4.5,7.5,0.3,0.55,24,,70,0:00,S. Poe,,,21.11111111,2002,2002.411111
Bay,,6/11/2002,3,5.9,8.5,0.3,0.65,23.5,,70,0:00,S. Poe,,,21.11111111,2002,2002.447222
Bay,,6/24/2002,4,5.1,7.5,0.4,0.75,27,,82,0:00,S. Poe,,,27.77777778,2002,2002.483333
Bay,,7/8/2002,4,3.5,8,0.4,0.4,,,73,0:00,S. Poe,,,22.77777778,2002,2002.522222
Bay,,7/23/2002,4,4.2,7.5,0.4,0.6,,,83,0:00,S. Poe,,,28.33333333,2002,2002.563889
Bay,,8/1/2002,4,4.2,7.5,0.6,0.6,,,85,0:00,S. Poe,,,29.44444444,2002,2002.586111
Bay,,8/22/2002,4,4,7.5,0.4,0.4,,,80,0:00,S. Poe,,,26.66666667,2002,2002.644444
Bay,,9/5/2002,3,6.5,7.5,0.5,0.7,27,,80,0:00,S. Poe,,,26.66666667,2002,2002.680556
Bay,,9/20/2002,4,4.5,7,0.4,0.5,,,81,0:00,S. Poe,,,27.22222222,2002,2002.722222
Bay,,10/18/2002,3,5,7,0.35,0.7,,,58,0:00,S. Poe,,,14.44444444,2002,2002.8
Bay,,10/31/2002,4,6.3,7.5,0.5,0.5,10,,47.8,19:12,S. Poe,,,8.777777778,2002,2002.833333
Bay,,11/15/2002,0,8.1,7,,,12,,54,0:00,S. Poe,,,12.22222222,2002,2002.875
Bay,,12/6/2002,2,9.6,7,0.1,0.1,5,,37,0:00,S. Poe,,,2.777777778,2002,2002.933333
Bay,,12/16/2002,2,6.8,7,0.3,0.6,7.5,,49,0:00,S. Poe,,,9.444444444,2002,2002.961111
A,,1/3/2003,0,8.1,6.5,0.9,1.1,15,,53,0:00,Not Recorded,,,11.66666667,2003,2003.008333
A,,2/3/2003,0,,6.5,0.5,1.1,6,,50,0:00,Not Recorded,,,10,2003,2003.091667
A,,2/20/2003,0,,6.5,0.8,1.35,7,,43,0:00,Not Recorded,,,6.111111111,2003,2003.138889
A,,3/6/2003,1,,6.5,0.8,1.4,14,,58,0:00,Not Recorded,,,14.44444444,2003,2003.183333
A,,3/20/2003,1,6.4,6.5,0.6,1,12,,53,0:00,Not Recorded,,,11.66666667,2003,2003.222222
A,,4/21/2003,0,,5.5,0.3,0.8,17,,67,0:00,Not Recorded,,,19.44444444,2003,2003.308333
A,,5/1/2003,0,3.9,6.5,0.45,1.15,23,,75,0:00,Not Recorded,,,23.88888889,2003,2003.336111
A,,5/22/2003,1,,6.5,0.5,0.8,,,60.4,9:36,Not Recorded,,,15.77777778,2003,2003.394444
A,,6/5/2003,0,4.7,6.5,0.5,0.85,24,,70,0:00,Not Recorded,,,21.11111111,2003,2003.430556
A,,6/20/2003,0,,6.5,0.4,1.1,25,,73,0:00,Not Recorded,,,22.77777778,2003,2003.472222
A,,7/1/2003,0,2.7,6.5,0.4,1,28,,76.5,12:00,Not Recorded,,,24.72222222,2003,2003.502778
A,,7/17/2003,0,,7,0.6,0.85,29,,76,0:00,Not Recorded,,,24.44444444,2003,2003.547222
A,,8/7/2003,0,3,6.5,0.45,1,25,,80.6,14:24,Not Recorded,,,27,2003,2003.602778
A,,9/4/2003,0,,6.5,0.8,0.9,29,,83,0:00,Not Recorded,,,28.33333333,2003,2003.677778
A,,10/2/2003,0,5.6,6.5,0.6,0.9,20,,64,0:00,Not Recorded,,,17.77777778,2003,2003.755556
A,,10/23/2003,,,,0.5,0.8,,,58,N/A,Not Recorded,,,14.44444444,2003,2003.813889
A,,11/6/2003,0,2.9,6.5,0.1,0.8,24,,76,0:00,Not Recorded,,,24.44444444,2003,2003.85
A,,11/20/2003,1,,7.5,0.5,0.7,14,,56,0:00,Not Recorded,,,13.33333333,2003,2003.888889
A,,12/1/2003,1,8.1,7,0.45,0.8,,,59,0:00,Not Recorded,,,15,2003,2003.919444
A,,12/15/2003,2,,7,0.7,0.95,9,,48,0:00,Not Recorded,,,8.888888889,2003,2003.958333
B,,1/3/2003,0,6.6,7,0.2,0.2,13,,53,0:00,Not Recorded,,,11.66666667,2003,2003.008333
B,,2/3/2003,0,,7,0.5,0.5,6,,50,0:00,Not Recorded,,,10,2003,2003.091667
B,,2/20/2003,0,6.4,7.5,0.5,0.5,7,,44,0:00,Not Recorded,,,6.666666667,2003,2003.138889
B,,3/6/2003,1,,7.5,0.48,0.48,15,,58,0:00,Not Recorded,,,14.44444444,2003,2003.183333
B,,3/20/2003,2,3.2,,0.3,0.3,12,,33,0:00,Not Recorded,,,0.555555556,2003,2003.222222
B,,4/21/2003,0,,7.5,0.3,0.3,20,,67,0:00,Not Recorded,,,19.44444444,2003,2003.308333
B,,5/1/2003,0,7.3,7.5,0.6,0.6,25,,76,0:00,Not Recorded,,,24.44444444,2003,2003.336111
B,,6/5/2003,0,8.5,9.5,0.1,0.1,25.1,,72,0:00,Not Recorded,,,22.22222222,2003,2003.430556
B,,6/20/2003,0,,7,0.2,0.2,26,,73,0:00,Not Recorded,,,22.77777778,2003,2003.472222
B,,7/1/2003,0,3.6,,0.3,0.3,26,,77,0:00,Not Recorded,,,25,2003,2003.502778
B,,7/17/2003,0,,7.5,0.1,0.1,28,,76,0:00,Not Recorded,,,24.44444444,2003,2003.547222
B,,8/7/2003,0,3.2,7,0.2,0.2,25,,77,0:00,Not Recorded,,,25,2003,2003.602778
B,,9/4/2003,0,,7.5,0.1,0.1,29,,83,0:00,Not Recorded,,,28.33333333,2003,2003.677778
B,,10/2/2003,0.5,5.5,7,0.15,0.15,18,,64,0:00,Not Recorded,,,17.77777778,2003,2003.755556
B,,10/23/2003,1,,8,0.2,0.2,11,,58,0:00,Not Recorded,,,14.44444444,2003,2003.813889
B,,11/6/2003,1,4.7,7,0.15,0.15,25,,76,0:00,Not Recorded,,,24.44444444,2003,2003.85
B,,11/20/2003,1,,8,0.2,0.2,13.5,,56,0:00,Not Recorded,,,13.33333333,2003,2003.888889
B,,12/1/2003,1,8.8,7.5,0.75,0.2,12,,58,0:00,Not Recorded,,,14.44444444,2003,2003.919444
B,,12/15/2003,2,,7,0.3,0.3,9,,48,0:00,Not Recorded,,,8.888888889,2003,2003.958333
C,,1/3/2003,0,,7,0.55,0.55,13,,53,0:00,Not Recorded,,,11.66666667,2003,2003.008333
C,,2/3/2003,0,,7,0.6,0.6,6,,50,0:00,Not Recorded,,,10,2003,2003.091667
C,,2/20/2003,0,,7,0.8,0.8,7,,45,0:00,Not Recorded,,,7.222222222,2003,2003.138889
C,,3/6/2003,1,3.2,7,0.7,0.7,14,,58,0:00,Not Recorded,,,14.44444444,2003,2003.183333
C,,3/20/2003,2,,7,0.4,0.4,12,,53,0:00,Not Recorded,,,11.66666667,2003,2003.222222
C,,4/21/2003,0,5.6,7,0.4,0.4,18,,65,0:00,Not Recorded,,,18.33333333,2003,2003.308333
C,,5/1/2003,1,,7,0.4,0.4,24,,76,0:00,Not Recorded,,,24.44444444,2003,2003.336111
C,,5/22/2003,1,3.3,7,0.7,0.7,,,60,0:00,Not Recorded,,,15.55555556,2003,2003.394444
C,,6/5/2003,0,,7,4,4,,,72,0:00,Not Recorded,,,22.22222222,2003,2003.430556
C,,6/20/2003,0,4.5,7,0.5,0.5,24,,73,0:00,Not Recorded,,,22.77777778,2003,2003.472222
C,,7/1/2003,0,,7.5,0.3,0.3,27,,77,0:00,Not Recorded,,,25,2003,2003.502778
C,,7/17/2003,0,4.7,7,0.35,0.35,28,,75,0:00,Not Recorded,,,23.88888889,2003,2003.547222
C,,8/7/2003,0,,7,0.5,0.5,25,,77,0:00,Not Recorded,,,25,2003,2003.602778
C,,9/4/2003,0,4.7,7,0.15,0.15,27,,83,0:00,Not Recorded,,,28.33333333,2003,2003.677778
C,,10/2/2003,1,,7,0.6,0.6,20,,64,0:00,Not Recorded,,,17.77777778,2003,2003.755556
C,,10/23/2003,1,5.6,7.5,0.15,0.15,14,,58,0:00,Not Recorded,,,14.44444444,2003,2003.813889
C,,11/6/2003,1,,7,0.3,0.3,24,,76,0:00,Not Recorded,,,24.44444444,2003,2003.85
C,,11/20/2003,,7.6,7.5,0.2,0.2,,,56,0:00,Not Recorded,,,13.33333333,2003,2003.888889
C,,12/1/2003,1,,7.5,0.25,0.25,13,,59,0:00,Not Recorded,,,15,2003,2003.919444
C,,12/15/2003,,6.8,7,0.5,0.5,8,,48,0:00,Not Recorded,,,8.888888889,2003,2003.958333
D,,1/3/2003,0,,6.5,1,1.9,12,,53,0:00,Not Recorded,,,11.66666667,2003,2003.008333
D,,2/3/2003,0,7.4,6,1.2,1.5,6,,46,0:00,Not Recorded,,,7.777777778,2003,2003.091667
D,,2/20/2003,,,6.5,,,7,,45,0:00,Not Recorded,,,7.222222222,2003,2003.138889
D,,3/6/2003,1,8.7,6.5,0.7,1.5,,,58,0:00,Not Recorded,,,14.44444444,2003,2003.183333
D,,3/20/2003,2,,6,1.2,1.4,12,,53,0:00,Not Recorded,,,11.66666667,2003,2003.222222
D,,4/21/2003,0,6.8,,1.1,1.5,16,,65,0:00,Not Recorded,,,18.33333333,2003,2003.308333
D,,5/1/2003,0,,6.5,1,1.5,25,,75,0:00,Not Recorded,,,23.88888889,2003,2003.336111
D,,5/22/2003,0,5.8,6.5,0.8,1.5,,,60.4,9:36,Not Recorded,,,15.77777778,2003,2003.394444
D,,6/5/2003,0,,6.5,0.3,1.5,25,,72,0:00,Not Recorded,,,22.22222222,2003,2003.430556
D,,6/20/2003,0,4.3,6,0.5,1.5,25,,72.7,16:48,Not Recorded,,,22.61111111,2003,2003.472222
D,,7/1/2003,0,,6,0.4,1.4,27,,77,N/A,Not Recorded,,,25,2003,2003.502778
D,,7/17/2003,0,2.9,6.5,0.5,1.4,28,,75,0:00,Not Recorded,,,23.88888889,2003,2003.547222
D,,8/7/2003,1,,6.5,0.6,1.6,25,,77,0:00,Not Recorded,,,25,2003,2003.602778
D,,9/4/2003,0,4.7,6.5,0.5,1.5,28,,82,0:00,Not Recorded,,,27.77777778,2003,2003.677778
D,,10/2/2003,1,,6.5,0.5,1.6,19,,64,0:00,Not Recorded,,,17.77777778,2003,2003.755556
D,,10/23/2003,1,4.4,6.5,1.1,1.5,14,,57,0:00,Not Recorded,,,13.88888889,2003,2003.813889
D,,11/20/2003,1,6.5,6.5,1.2,1.4,14.5,,56,0:00,Not Recorded,,,13.33333333,2003,2003.888889
D,,12/1/2003,1,,6,1.5,1.5,11,,59,0:00,Not Recorded,,,15,2003,2003.919444
D,,12/15/2003,2,7.1,6,1.5,1.7,12,,48,0:00,Not Recorded,,,8.888888889,2003,2003.958333
Bay,,1/3/2003,0,5.1,7,0.3,0.6,14,,52,0:00,S. Poe,,,11.11111111,2003,2003.008333
Bay,,2/3/2003,0,6.6,7,0.4,0.4,7,,45.9,21:36,S. Poe,,,7.722222222,2003,2003.091667
Bay,,2/20/2003,0,,7,0.25,0.45,7,,43,0:00,S. Poe,,,6.111111111,2003,2003.138889
Bay,,3/6/2003,1,4.1,6.5,0.3,0.9,14,,59.9,21:36,S. Poe,,,15.5,2003,2003.183333
Bay,,3/20/2003,2,3.8,7,0.2,0.3,11,,52.9,21:36,S. Poe,,,11.61111111,2003,2003.222222
Bay,,4/21/2003,1,5.8,7,0.3,0.6,16,,64.9,21:36,S. Poe,,,18.27777778,2003,2003.308333
Bay,,5/1/2003,0,6.6,6.5,0.4,0.8,,,75,0:00,S. Poe,,,23.88888889,2003,2003.336111
Bay,,5/22/2003,2,6.3,6.5,0.3,0.5,20,,60.4,9:36,S. Poe,,,15.77777778,2003,2003.394444
Bay,,6/5/2003,2,6.8,6.5,0.4,0.8,,,69.3,7:12,S. Poe,,,20.72222222,2003,2003.430556
Bay,,6/20/2003,0,4.1,7,0.4,0.8,24,,72.1,2:24,S. Poe,,,22.27777778,2003,2003.472222
Bay,,7/1/2003,0,5.2,6.5,0.4,0.7,27,,26.5,12:00,S. Poe,,,-3.055555556,2003,2003.502778
Bay,,7/17/2003,0,3.8,6.5,0.4,0.8,26,,74,0:00,S. Poe,,,23.33333333,2003,2003.547222
Bay,,8/7/2003,0,7,7.2,0.5,0.9,25,,77,0:00,S. Poe,,,25,2003,2003.602778
Bay,,9/4/2003,4,3.7,7,0.5,0.75,27,,81.9,21:36,S. Poe,,,27.72222222,2003,2003.677778
Bay,,10/2/2003,1,6,6.5,0.5,0.7,,,64,0:00,S. Poe,,,17.77777778,2003,2003.755556
